PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1145588,379073,2,"PASTA AL GUSTO, INC.",PASTA AL GUSTO,06/30/2020,05/31/2021,06/18/2020,3737 N SOUTHPORT AVE,3737,3737,N,SOUTHPORT,AVE,CHICAGO,IL,60613,44,25,44-25,19,41.949966595,-87.663950075,"(41.94996659511004, -87.66395007499032)"
1145621,426201,1,ALTON FOOD & DRINK LLC,ALL TOGETHER NOW,06/24/2020,05/31/2021,06/24/2020,2119 W CHICAGO AVE,2119,2119,W,CHICAGO,AVE,CHICAGO,,60622,1,32,1-32,12,41.895745475,-87.680303415,"(41.89574547491271, -87.6803034146672)"
1145622,4701,1,IRAN ECHO INTERNATIONAL CORP.,PARS COVE EAST,06/22/2020,05/31/2021,06/20/2020,435 W DIVERSEY PKWY,435,435,W,DIVERSEY,PKWY,CHICAGO,IL,60614,43,53,43-53,19,41.932772607,-87.64076403,"(41.932772606940866, -87.64076403025089)"
1145624,405299,1,"RYUU GROUP, LLC",RYUU ASIAN BBQ,07/14/2020,05/31/2021,06/24/2020,2766 N MILWAUKEE AVE,2766,2766,N,MILWAUKEE,AVE,CHICAGO,,60647,35,17,35-17,14,41.93137064,-87.711418183,"(41.93137063973293, -87.71141818329198)"
1145625,460596,1,DANANG KITCHEN LLC,DANANG KITCHEN,06/26/2020,05/31/2021,06/24/2020,1019 1/2 W ARGYLE ST,1019 1/2,1019 1/2,W,ARGYLE,ST,CHICAGO,,60640,48,35,48-35,20,41.973190362,-87.655752955,"(41.97319036182206, -87.65575295517391)"
1145626,383600,1,TAO ENTERTAINMENT INC.,COMMUNITY,07/08/2020,05/31/2021,07/02/2020,4038 N MILWAUKEE AVE,4038,4038,N,MILWAUKEE,AVE,CHICAGO,,60641,45,11,45-11,16,41.954070512,-87.748631629,"(41.95407051177266, -87.74863162872255)"
1145628,19420,1,"OVER EASY, INC.",LA SCAROLA,06/18/2020,05/31/2021,06/18/2020,721 W GRAND AVE,721,721,W,GRAND,AVE,CHICAGO,,60654,27,11,27-11,12,41.891083211,-87.646919894,"(41.89108321085335, -87.64691989418303)"
1145630,252742,1,"SQUARE KITCHEN, LLC",FORK,06/23/2020,05/31/2021,06/23/2020,4600-4602 N LINCOLN AVE,4600,4600-4602,N,LINCOLN,AVE,CHICAGO,IL,,47,42,47-42,19,41.964902361,-87.686279171,"(41.964902360748326, -87.68627917084095)"
1145638,378091,2,CRACKED CORPORATION,CRACKED ON MILWAUKEE,07/02/2020,05/31/2021,07/02/2020,1359 N MILWAUKEE AVE,1359,1359,N,MILWAUKEE,AVE,CHICAGO,,60622,1,21,1-21,14,41.906629897,-87.671376239,"(41.906629896738416, -87.67137623922982)"
1145660,259039,2,CCC FELLOWSHIP TRADING COMPANY,PING PONG,06/23/2020,05/31/2021,06/22/2020,3322-3326 N BROADWAY,3322,3322-3326,N,BROADWAY,,CHICAGO,IL,60657,44,37,44-37,19,41.942623158,-87.644625365,"(41.94262315814179, -87.64462536460103)"
1145661,257616,3,VALHALLA TRADING COMPANY,WAKAMONO,06/23/2020,05/31/2021,06/22/2020,3313-17 N BROADWAY,3313,3313-17,N,BROADWAY,,CHICAGO,IL,60657,44,15,44-15,19,41.942313413,-87.644322456,"(41.94231341336203, -87.64432245610371)"
1145671,6216,1,"EL PACIFICO,INC","EL PACIFICO,INC",06/26/2020,05/31/2021,06/25/2020,3534 W FULLERTON AVE,3534,3534,W,FULLERTON,AVE,CHICAGO,IL,,35,62,35-62,14,41.9247283,-87.715833947,"(41.92472830036969, -87.71583394678818)"
1145673,356299,2,LOGAN SQUARE THEATRE LLC,THE LOGAN THEATRE,06/24/2020,05/31/2021,06/24/2020,2646-2648 N MILWAUKEE AVE,2646,2646-2648,N,MILWAUKEE,AVE,CHICAGO,IL,60647,35,17,35-17,14,41.929818108,-87.708865544,"(41.92981810773004, -87.70886554390576)"
1145674,460305,1,"ADD CHAPTER DESIGN, LLC",ADD CHAPTER DESIGN & ART CAFE,06/18/2020,05/31/2021,06/18/2020,6046 N AVONDALE AVE,6046,6046,N,AVONDALE,AVE,CHICAGO,,60631,41,26,41-26,16,41.991079959,-87.799075796,"(41.99107995930307, -87.79907579555467)"
1145675,407603,1,905 WEST RANDOLPH LLC,THE DARLING,06/19/2020,05/31/2021,06/19/2020,905 W RANDOLPH ST,905,905,W,RANDOLPH,ST,CHICAGO,,60607,27,45,27-45,12,41.884253926,-87.650001919,"(41.8842539257446, -87.65000191854362)"
1145685,400631,1,MORTAR AND PESTLE LLC,MORTAR AND PESTLE,06/22/2020,05/31/2021,06/22/2020,3108 N BROADWAY,3108,3108,N,BROADWAY,,CHICAGO,IL,60657,44,21,44-21,19,41.937939792,-87.644476817,"(41.937939792358364, -87.64447681700325)"
1145689,355734,1,2956 NORTH SHEFFIELD RESTAURANT LLC,FISHBAR,09/30/2020,05/31/2021,07/23/2020,2956 N SHEFFIELD AVE,2956,2956,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,27,44-27,19,41.936160045,-87.654126674,"(41.93616004524838, -87.65412667379472)"
1145690,361256,1,"ARMITAGE BUTCHER, LLC",BUTCHER & THE BURGER,06/24/2020,05/31/2021,06/23/2020,1021 W ARMITAGE AVE,1021,1021,W,ARMITAGE,AVE,CHICAGO,IL,,43,51,43-51,18,41.917981293,-87.654340852,"(41.917981293152046, -87.6543408517294)"
1145694,455935,1,ETE INVESTMENT INC.,NORI SUSHI CHICAGO,07/01/2020,05/31/2021,06/18/2020,1393 N MILWAUKEE AVE,1393,1393,N,MILWAUKEE,AVE,CHICAGO,,60622,1,21,1-21,14,41.907208549,-87.672281682,"(41.90720854948665, -87.67228168189709)"
1145699,394451,3,"MORGANS ON FULTON, LLC",MARVIN'S FOOD & FUEL,07/01/2020,05/31/2021,06/23/2020,954 W FULTON MARKET,954,954,W,FULTON MARKET,,CHICAGO,,60607,27,45,27-45,12,41.886851116,-87.6520301,"(41.886851115667795, -87.65203009995976)"
1145713,302944,3,WEST ROSCOE STREET LLC,LUSH WINE & SPIRITS,07/10/2020,05/31/2021,07/09/2020,2232-2234 W ROSCOE ST,2232,2232-2234,W,ROSCOE,ST,CHICAGO,IL,60618,32,25,32-25,19,41.943251259,-87.684576057,"(41.943251259237634, -87.68457605707084)"
1145714,416866,1,MAILLARD TAVERN LLC,MAILLARD TAVERN,06/19/2020,05/31/2021,06/19/2020,494 N MILWAUKEE AVE,494,494,N,MILWAUKEE,AVE,CHICAGO,,60654,27,11,27-11,12,41.890959017,-87.647472168,"(41.89095901672358, -87.64747216763196)"
1145715,367979,3,"VANILLE, INC.",VANILLE PATTISSERIE,07/16/2020,05/31/2021,07/16/2020,2108 N CLARK ST,2108,2108,N,CLARK,ST,CHICAGO,IL,60614,43,8,43-8,18,41.920414405,-87.63750858,"(41.92041440508785, -87.63750857983156)"
1145716,356908,1,DEL SEOUL LLC,DEL SEOUL,06/22/2020,05/31/2021,06/22/2020,2568-2570 N CLARK ST,2568,2568-2570,N,CLARK,ST,CHICAGO,IL,60614,43,33,43-33,19,41.929447959,-87.64292489,"(41.92944795929552, -87.64292489047057)"
1145717,346731,1,THE MONKEY'S PAW LTD.,THE MONKEYS PAW,08/26/2020,05/31/2021,08/13/2020,2524 N SOUTHPORT AVE,2524,2524,N,SOUTHPORT,AVE,CHICAGO,IL,60614,2,13,2-13,19,41.927828199,-87.663555681,"(41.92782819932113, -87.66355568079454)"
1145718,455300,1,THE MOMO WORLD INC.,THE MOMO WORLD,07/31/2020,05/31/2021,07/31/2020,727 W MAXWELL ST,727,727,W,MAXWELL,ST,CHICAGO,,60607,11,7,11-7,12,41.864683564,-87.646132919,"(41.86468356389474, -87.64613291942946)"
1145719,408156,1,"JOEY G'S MAC AND CHEESE, LLC",JOEY'S G'S MAC AND CHEESE,06/18/2020,05/31/2021,06/18/2020,2351 W AUGUSTA BLVD,2351,2351,W,AUGUSTA,BLVD,CHICAGO,IL,60622,1,26,1-26,12,41.899276249,-87.686507172,"(41.899276249465515, -87.68650717185837)"
1145720,204284,1,"MAMA DE LUCA, INC.",THE SEDGWICK STOP,06/24/2020,05/31/2021,06/18/2020,1612 N SEDGWICK ST,1612,1612,N,SEDGWICK,ST,CHICAGO,,60614,2,46,2-46,18,41.91150903,-87.638752226,"(41.91150903005694, -87.63875222616)"
1145721,393547,1,"FABI, INC.",FORNO ROSSO ON RANDOLPH,06/23/2020,05/31/2021,06/18/2020,1048 W RANDOLPH ST,1048,1048,W,RANDOLPH,ST,CHICAGO,,60607,27,16,27-16,12,41.884401105,-87.654031408,"(41.88440110509669, -87.65403140815869)"
1145722,457487,1,"TAKITO STREET LINCOLN PARK, LLC",TAKITO STREET,07/02/2020,05/31/2021,07/01/2020,2421-2423 N LINCOLN AVE,2421,2421-2423,N,LINCOLN,AVE,CHICAGO,,60614,43,16,43-16,19,41.925996902,-87.649322373,"(41.92599690208159, -87.64932237272059)"
1145723,462486,1,J.T.'s Genuine Sandwich LLC,J.T.'s Genuine Sandwich,07/02/2020,05/31/2021,07/01/2020,3970 N ELSTON AVE,3970,3970,N,ELSTON,AVE,CHICAGO,,60618,45,2,45-2,17,41.953377882,-87.718848234,"(41.95337788158545, -87.71884823371836)"
1145724,397649,1,"AZZM, INC.",FOREVER YOGURT,07/02/2020,05/31/2021,07/02/2020,3510 N HALSTED ST,3510,3510,N,HALSTED,ST,CHICAGO,IL,60657,44,26,44-26,19,41.945777301,-87.649587777,"(41.94577730075354, -87.64958777668471)"
1145733,465959,1,BEST TASTE VENTURES LLC,HAROLDS CHICKEN ON BROADWAY,06/18/2020,05/31/2021,06/18/2020,3933 N BROADWAY,3933,3933,N,BROADWAY,,CHICAGO,,60613,46,38,46-38,19,41.953778825,-87.649859557,"(41.95377882546025, -87.64985955666889)"
1145735,397905,1,AJB VENTURES LLC,SABRI NIHARI,06/26/2020,05/31/2021,06/26/2020,2500-2502 W DEVON AVE,2500,2500-2502,W,DEVON,AVE,CHICAGO,,60659,50,19,50-19,24,41.997797057,-87.692388619,"(41.997797056772356, -87.69238861949636)"
1145741,465206,1,"MOMENTUM COFFEE, LLC",MOMENTUM COFFEE,06/23/2020,05/31/2021,06/19/2020,2119 S STATE ST,2119,2119,S,STATE,ST,CHICAGO,,60616,3,3,3-3,1,41.853649827,-87.626956089,"(41.85364982727399, -87.62695608899325)"
1145744,427310,1,"MACHINE 1846, LLC",MACHINE,10/28/2020,05/31/2021,10/27/2020,1836-46 W DIVISION ST,1836,1836-46,W,DIVISION,ST,CHICAGO,,,1,,1-,,41.903354488,-87.673811345,"(41.90335448822961, -87.67381134493849)"
1145747,339081,7,"FIVE GUYS OPERATIONS, LLC",Five Guys Burgers and Fries,07/24/2020,05/31/2021,07/06/2020,1456 E 53RD ST,1456,1456,E,53RD,ST,CHICAGO,,60615,4,27,4-27,2,41.79964931,-87.589564848,"(41.799649310416896, -87.5895648484228)"
1145748,403034,1,FUNG YEE JOEK SAC INCORPORATED,HATSU HANA RESTAURANT/YELLOWTAIL SUSHI & ASIAN KITCHEN,06/26/2020,05/31/2021,06/22/2020,3136 N BROADWAY,3136,3136,N,BROADWAY,,CHICAGO,IL,60657,44,21,44-21,19,41.938778525,-87.644503118,"(41.93877852533577, -87.64450311758098)"
1145761,402801,1,CENTRO SAN BONIFACIO,CAFE FENIX,06/24/2020,05/31/2021,06/19/2020,2959 N PULASKI RD,2959,2959,N,PULASKI,RD,CHICAGO,,60641,30,18,30-18,25,41.935333654,-87.726930211,"(41.93533365394091, -87.72693021132564)"
1145769,326675,1,CAFE TOUCHE INC.,CAFE TOUCHE,07/23/2020,05/31/2021,06/25/2020,6731 N NORTHWEST HWY,6731,6731,N,NORTHWEST,HWY,CHICAGO,IL,60631,41,5,41-5,16,42.003521558,-87.817099825,"(42.003521558416075, -87.81709982508472)"
1145770,3348,1,DON JUAN # 1 INC,DON JUAN,08/20/2020,05/31/2021,08/10/2020,6730 N NORTHWEST HWY,6730,6730,N,NORTHWEST,HWY,CHICAGO,IL,60631,41,5,41-5,16,42.003354235,-87.817290362,"(42.003354235019835, -87.8172903624749)"
1145771,457272,1,"STAN'S DONUTS CHICAGO, LLC","STAN'S DONUTS CHICAGO, LLC",07/09/2020,05/31/2021,06/25/2020,750 N RUSH ST,750,750,N,RUSH,ST,CHICAGO,,60611,42,19,42-19,18,41.896455313,-87.625645167,"(41.89645531336705, -87.62564516650414)"
1145773,398305,3,"ROANOKE HOSPITALITY, LLC",ROANOKE,10/02/2020,05/31/2021,08/21/2020,135 W MADISON ST,135,135,W,MADISON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.881856744,-87.631896162,"(41.88185674363783, -87.63189616155178)"
1145777,464798,1,"LAN RESTAURANT GROUP, LLC",MI NUEVA TIERRA,06/25/2020,05/31/2021,06/24/2020,2417 N CLYBOURN AVE,2417,2417,N,CLYBOURN,AVE,CHICAGO,,60614,32,13,32-13,19,41.925671304,-87.669841569,"(41.925671303974354, -87.66984156875924)"
1145778,296006,2,108 KINZIE LLC,MERCADITO CHICAGO,06/24/2020,05/31/2021,06/24/2020,108-110 W KINZIE ST,108,108-110,W,KINZIE,ST,CHICAGO,IL,60654,42,46,42-46,18,41.889316024,-87.631487741,"(41.88931602352444, -87.63148774072847)"
1145781,403730,1,"MARCHESA, LLC",MARCHESA,10/30/2020,05/31/2021,07/09/2020,535 N WELLS ST,535,535,N,WELLS,ST,CHICAGO,,60654,42,32,42-32,18,41.891772827,-87.633927058,"(41.89177282708873, -87.6339270578467)"
1145782,16491,4,"HARRY'S KINZIE, INC.",HARRY CARAY'S RESTAURANT,06/24/2020,05/31/2021,06/23/2020,33 W KINZIE ST,33,33,W,KINZIE,ST,CHICAGO,,60654,42,27,42-27,18,41.889125488,-87.629422489,"(41.88912548800336, -87.62942248880492)"
1145784,15623,1,"TAKE-OUT, INC.",Mario's Table,06/24/2020,05/31/2021,06/23/2020,21 W GOETHE ST,21,21,W,GOETHE,ST,CHICAGO,,60610,2,38,2-38,18,41.905697826,-87.629704561,"(41.905697826047046, -87.62970456095644)"
1145785,405700,1,"3938 AVONDALE, LLC",CRAWFORDS,09/17/2020,05/31/2021,06/29/2020,3938 - 3942 W SCHOOL ST,3938,3938 - 3942,W,SCHOOL,ST,CHICAGO,,60618,30,8,30-8,17,41.941035014,-87.726388279,"(41.941035014150735, -87.7263882793862)"
1145788,202984,1,"U Go Boy, Inc.",Kit Kat Lounge and Restaurant,06/24/2020,05/31/2021,06/24/2020,3700 N HALSTED ST,3700,3700,N,HALSTED,ST,CHICAGO,IL,60613,46,24,46-24,19,41.949147337,-87.649689839,"(41.94914733742978, -87.64968983874849)"
1145794,465985,2,108 GERMANIA LLC,PINI PICO COFFEE CO,06/29/2020,05/31/2021,06/24/2020,1536-1538 N CLARK ST,1536,1536-1538,N,CLARK,ST,CHICAGO,,60610,2,33,2-33,18,41.910478398,-87.631795188,"(41.91047839796895, -87.63179518846857)"
1145797,3024,1,LAKE FRONT RESTAURANT INC,STELLA'S DINER,08/11/2020,05/31/2021,07/28/2020,3042 N BROADWAY,3042,3042,N,BROADWAY,,CHICAGO,IL,60657,44,6,44-6,19,41.937665034,-87.64446752,"(41.93766503448767, -87.6444675204252)"
1145801,430244,1,ELEVATE COFFEE LLC,ELEVATE COFFEE,07/02/2020,05/31/2021,06/24/2020,3344 N HALSTED ST,3344,3344,N,HALSTED,ST,CHICAGO,,60657,44,34,44-34,19,41.94312984,-87.649511688,"(41.94312984017461, -87.64951168839137)"
1145806,85721,1,"632 N. DEARBORN OPERATIONS, LLC",TAO CHICAGO,06/24/2020,05/31/2021,06/23/2020,632 N DEARBORN ST,632,632,N,DEARBORN,ST,CHICAGO,,60654,42,39,42-39,18,41.893359354,-87.629845147,"(41.89335935419248, -87.62984514678733)"
1145808,368785,1,MI YAMA L.L.C,PB&J PIZZA BEER & JUKEBOX,06/24/2020,05/31/2021,06/24/2020,205-209 N PEORIA ST,205,205-209,N,PEORIA,ST,CHICAGO,,60607,27,45,27-45,12,41.885815039,-87.649667266,"(41.88581503908056, -87.64966726646823)"
1145810,467766,1,SURF'S UP OLD TOWN LLC,SURF'S UP OLD TOWN,07/30/2020,05/31/2021,06/24/2020,1143 N WELLS ST,1143,1143,N,WELLS,ST,CHICAGO,,60610,27,38,27-38,18,41.903371951,-87.634314155,"(41.903371951075556, -87.6343141547651)"
1145811,3088,2,"GOLDEN HOUSE RESTAURANT, INC.",GOLDEN HOUSE RESTAURANT,07/15/2020,05/31/2021,06/25/2020,4742-4744 N RACINE AVE,4742,4742-4744,N,RACINE,AVE,CHICAGO,,60640,46,6,46-6,19,41.96849072,-87.659816451,"(41.968490719713, -87.65981645066375)"
1145817,430921,1,OAK STREET HOSPITALITY LLC,LE COLONIAL,06/25/2020,05/31/2021,06/25/2020,57 E OAK ST,57,57,E,OAK,ST,CHICAGO,,60611,42,34,42-34,18,41.900671756,-87.626235095,"(41.900671755564716, -87.62623509452054)"
1145818,279712,1,STICKY RICE  INC.,STICKY RICE,06/25/2020,05/31/2021,06/25/2020,4018 N WESTERN AVE,4018,4018,N,WESTERN,AVE,CHICAGO,,60618,47,17,47-17,19,41.954631107,-87.688630809,"(41.95463110719266, -87.68863080861864)"
1145823,4504,1,FURAMA RESTAURANT INCORPORATED,FURAMA RESTAURANT INC,06/30/2020,05/31/2021,06/29/2020,4936 N BROADWAY,4936,4936,N,BROADWAY,,CHICAGO,,60640,46,6,46-6,20,41.972613179,-87.659913349,"(41.97261317872583, -87.65991334912181)"
1145847,265878,17,"TURQUOISE RESTAURANT, INCORPORATED",BORDEAUX LOUNGE BY TURQUOISE,06/25/2020,05/31/2021,06/25/2020,2147 W ROSCOE ST,2147,2147,W,ROSCOE,ST,CHICAGO,IL,60618,32,15,32-15,19,41.943054831,-87.682735396,"(41.94305483117927, -87.68273539578196)"
1145848,429451,1,THE WOODLAWN1 LLC,THE WOODLAWN,06/26/2020,05/31/2021,06/26/2020,7857 S WOODLAWN AVE,7857,7857,S,WOODLAWN,AVE,CHICAGO,,60619,8,55,8-55,4,41.7515355,-87.595348139,"(41.75153549968386, -87.59534813909526)"
1145850,210585,1,FAST ENTERTAINMENT INC.,ASTORIA LOUNGE,10/15/2020,05/31/2021,09/18/2020,3208 N KOSTNER AVE,3208,3208,N,KOSTNER,AVE,CHICAGO,IL,,30,8,30-8,17,41.939239568,-87.737188637,"(41.939239567523536, -87.73718863652049)"
1145851,464400,1,Miss Saigon Chicago Inc,Miss Saigon,06/29/2020,05/31/2021,06/27/2020,1129 W ARGYLE ST,1129,1129,W,ARGYLE,ST,CHICAGO,,60640,48,35,48-35,20,41.973147671,-87.658956121,"(41.97314767068932, -87.65895612095852)"
1145854,458102,1,SUSUPUATO RESTAURANT INC.,SUSUPUATO RESTAURANT & TAQUERIA,07/08/2020,05/31/2021,06/26/2020,6161 N BROADWAY,6161,6161,N,BROADWAY,,CHICAGO,,60660,48,32,48-32,24,41.994091829,-87.660246115,"(41.99409182900129, -87.66024611480584)"
1145855,454857,1,"BARANGAROOS, LLC",BARANGAROOS AUSSIE PIES,06/29/2020,05/31/2021,06/27/2020,3208 N SHEFFIELD AVE,3208,3208,N,SHEFFIELD,AVE,CHICAGO,,60657,44,39,44-39,19,41.940228137,-87.654263488,"(41.94022813675411, -87.65426348817662)"
1145856,432547,1,FANCY PLANTS CATERING LTD.,FANCY PLANTS CAFE,07/02/2020,05/31/2021,07/01/2020,613 W BRIAR PL,613,613,W,BRIAR,PL,CHICAGO,,60657,44,21,44-21,19,41.939032813,-87.644941654,"(41.93903281329238, -87.64494165404355)"
1145861,455942,1,SOUL 53 LLC,THE SOUL SHACK,08/27/2020,05/31/2021,06/29/2020,1368 E 53RD ST,1368,1368,E,53RD,ST,CHICAGO,,60615,4,1,4-1,2,41.799611564,-87.592533442,"(41.799611563972014, -87.59253344231946)"
1145863,456115,1,"CHEF'S SPECIAL COCKTAIL BAR, LLC",CHEF'S SPECIAL COCKTAIL BAR,06/29/2020,05/31/2021,06/28/2020,2163-2165 N WESTERN AVE,2163,2163-2165,N,WESTERN,AVE,CHICAGO,,60647,32,29,32-29,14,41.921654985,-87.687391281,"(41.921654984729464, -87.6873912811314)"
1145864,17656,2,"CALABRESE & SONS, INC.",Zia's Trattoria,06/26/2020,05/31/2021,06/26/2020,6695-6699 N NORTHWEST HWY,6695,6695-6699,N,NORTHWEST,HWY,CHICAGO,,60631,41,5,41-5,16,42.002741863,-87.815868958,"(42.002741862843784, -87.81586895792563)"
1145865,373681,1,"ROLLS N BOWLS EXPRESS, INC.",ROLLS N BOWLS EXPRESS,06/30/2020,05/31/2021,06/29/2020,4635 N LINCOLN AVE,4635,4635,N,LINCOLN,AVE,CHICAGO,,60625,47,42,47-42,19,41.965883852,-87.686601157,"(41.965883851821715, -87.68660115678574)"
1145869,428108,1,XOCHIMILCO MEXICAN RESTAURANT INC.,XOCHIMILCO MEXICAN RESTAURANT,07/06/2020,05/31/2021,06/29/2020,2030-2032 W MONTROSE AVE,2030,2030-2032,W,MONTROSE,AVE,CHICAGO,,60618,47,28,47-28,19,41.961550247,-87.680270826,"(41.96155024733558, -87.68027082609893)"
1145872,404475,1,BREW BREW COFFEE LOUNGE LLC,BREW BREW COFFEE LOUNGE,12/15/2020,05/31/2021,07/10/2020,3832 W DIVERSEY AVE,3832,3832,W,DIVERSEY,AVE,CHICAGO,IL,60647,30,36,30-36,25,41.931946009,-87.72344452,"(41.93194600914831, -87.72344452041501)"
1145874,32810,2,"GOLD STAR BAR, INC.",GOLD STAR BAR,08/06/2020,05/31/2021,08/06/2020,1755 W DIVISION ST,1755,1755,W,DIVISION,ST,CHICAGO,,60622,1,10,1-10,12,41.903162479,-87.672065045,"(41.90316247857588, -87.67206504456847)"
1145877,18731,2,SUKHADIA SWEETS & SNACKS,SUKHADIA SWEETS & SNACKS,06/30/2020,05/31/2021,06/30/2020,2557-2559 W DEVON AVE,2557,2557-2559,W,DEVON,AVE,CHICAGO,,60659,50,30,50-30,24,41.997539508,-87.694615062,"(41.99753950771954, -87.69461506221796)"
1145882,402155,1,"GRIDDLE 24, INC.",GRIDDLE 24,07/02/2020,05/31/2021,07/02/2020,334 W CHICAGO AVE,334,334,W,CHICAGO,AVE,CHICAGO,,60654,27,28,27-28,18,41.896662415,-87.63710138,"(41.89666241521221, -87.63710138046027)"
1145888,456797,1,"WELCOME BACK, LLC",THE WELCOME BACK LOUNGE,07/02/2020,05/31/2021,07/01/2020,2423 N MILWAUKEE AVE,2423,2423,N,MILWAUKEE,AVE,CHICAGO,,60647,1,19,1-19,14,41.925312568,-87.701046354,"(41.92531256763232, -87.7010463539838)"
1145889,358920,1,"GLOBAL DEVOUR, INC.",ACADIA RESTAURANT,07/09/2020,05/31/2021,07/06/2020,1639 S WABASH AVE,1639,1639,S,WABASH,AVE,CHICAGO,,60616,3,14,3-14,1,41.859125837,-87.625493351,"(41.85912583721659, -87.62549335064415)"
1145890,465621,1,UNCOOKED LLC,UNCOOKED LLC,07/02/2020,05/31/2021,07/01/2020,210 N CARPENTER ST,210,210,N,CARPENTER,ST,CHICAGO,,60607,27,16,27-16,12,41.885944958,-87.653461783,"(41.88594495760403, -87.65346178255953)"
1145908,459623,1,"KAJAES, CORP.",CURRAMBA COLOMBIAN FOOD,09/24/2020,05/31/2021,07/31/2020,2701 W DIVISION ST,2701,2701,W,DIVISION,ST,CHICAGO,,60622,26,35,26-35,12,41.902836771,-87.694537544,"(41.90283677126413, -87.69453754413472)"
1145909,394729,2,"PROGO, LLC",TRUENORTH,07/02/2020,05/31/2021,07/02/2020,5507 N CLARK ST,5507,5507,N,CLARK,ST,CHICAGO,,60640,48,7,48-7,20,41.981910362,-87.668311667,"(41.981910361685216, -87.66831166669041)"
1145910,229764,1,LAGO VENTURES INCORPORATED,LAGO BANQUETS,07/09/2020,05/31/2021,07/02/2020,6121 W DIVERSEY AVE,6121,6121,W,DIVERSEY,AVE,CHICAGO,,60639,30,30,30-30,25,41.93098196,-87.779234714,"(41.93098195995931, -87.77923471427376)"
1145917,458165,1,FARM BAR EDGEWATER LLC,FARM BAR EDGEWATER,07/09/2020,05/31/2021,07/08/2020,1133 W GRANVILLE AVE,1133,1133,W,GRANVILLE,AVE,CHICAGO,,60660,48,32,48-32,24,41.994450032,-87.659693793,"(41.99445003239287, -87.6596937931052)"
1145918,426630,1,"TIME OUT MARKET (CHICAGO), LLC",TIME OUT MARKET,07/07/2020,05/31/2021,07/02/2020,916-926 W FULTON MARKET,916,916-926,W,FULTON MARKET,,CHICAGO,,60607,27,45,27-45,12,41.886870839,-87.650501194,"(41.8868708394097, -87.65050119372707)"
1145926,466771,1,"GRMXI, INC.",STRAY HEN CAFE OF CHICAGO,07/02/2020,05/31/2021,07/02/2020,2423 N CLARK ST,2423,2423,N,CLARK,ST,CHICAGO,,60614,43,26,43-26,19,41.926266179,-87.640737713,"(41.926266179196006, -87.64073771291409)"
1145928,458007,1,BODI BROTHERS LLC,HASHI - CHOPSTICK'S,09/03/2020,05/31/2021,07/06/2020,2835 N BROADWAY,2835,2835,N,BROADWAY,,CHICAGO,,60657,44,18,44-18,19,41.93373294,-87.644424762,"(41.933732940490245, -87.64442476241719)"
1145941,254631,1,"TAQUERIA MORAN, INCORPORATED",TAQUERIA MORAN,07/06/2020,05/31/2021,07/06/2020,2226 N CALIFORNIA AVE,2226,2226,N,CALIFORNIA,AVE,CHICAGO,,60647,1,19,1-19,14,41.922504258,-87.697495961,"(41.92250425828032, -87.69749596069143)"
1145948,356373,1,FIRST2830 LLC,MED KITCHEN,07/07/2020,05/31/2021,07/06/2020,219 W WASHINGTON ST,219,219,W,WASHINGTON,ST,CHICAGO,IL,60606,42,9,42-9,1,41.88309983,-87.634433841,"(41.88309982991982, -87.63443384120028)"
1145950,464230,1,"PMUTOO, INC.",PICK ME UP CAFE,07/07/2020,05/31/2021,07/06/2020,4882 N CLARK ST,4882,4882,N,CLARK,ST,CHICAGO,,60640,47,30,47-30,20,41.971279886,-87.667915428,"(41.9712798856542, -87.66791542761221)"
1145951,398517,1,"PASTES Y EMPANADAS GOLDEN TUZO, CORP.","PASTES Y EMPANADAS GOLDEN TUZO, CORP.",07/08/2020,05/31/2021,07/06/2020,5648 W DIVERSEY AVE,5648,5648,W,DIVERSEY,AVE,CHICAGO,,60639,30,12,30-12,25,41.931360923,-87.76822806,"(41.931360922686245, -87.76822806009937)"
1145952,399173,1,"DANGAN, LLC",THE DEARBORN,07/07/2020,05/31/2021,07/07/2020,145 N DEARBORN ST,145,145,N,DEARBORN,ST,CHICAGO,,60602,42,10,42-10,1,41.884339671,-87.629302474,"(41.884339671462364, -87.62930247410677)"
1145956,23358,1,"SAULT WEST 118, INC.",DYLAN'S TAVERN & GRILL,07/28/2020,05/31/2021,07/28/2020,118 S CLINTON ST,118,118,S,CLINTON,ST,CHICAGO,IL,60661,42,12,42-12,1,41.879957071,-87.641280004,"(41.87995707099538, -87.64128000375057)"
1145970,284392,1,PIZZA-METRO INC.,PIZZA-METRO,07/09/2020,05/31/2021,07/07/2020,1707 W DIVISION ST,1707,1707,W,DIVISION,ST,CHICAGO,IL,60622,1,47,1-47,12,41.903190531,-87.670290087,"(41.90319053056459, -87.67029008677447)"
